SMILES,truth,predictions
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)c(I)c1,CCNCC,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCO)c(I)c1,CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCC(C)O)oc3ccccc23)cc1I,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CCN(CC)CCO,CCCC(O)c1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCCCO)oc3ccccc23)cc1I,CCCCc1oc2cc(O)ccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+]([O-])(CC)CC)c(I)c1"
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23","CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cn1c23,CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2N1CC(C(=O)O)C3=O,CC(CO)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)c(O)c21,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCC(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)c(O)n1c23,CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)c(O)c3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3=O)c(F)cc3c(=O)c(C(=O)O)cn1c23"
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,"CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CC(O)C1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC(C(=O)O)(C(=O)NC(N)=O)c1ccccc1,O=C1NC(=O)C(CCO)(c2ccccc2)C(=O)N1,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,CCC(C([NH])=O)(C(=O)NC(=O)O)c1ccccc1,O=C(O)CC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)c(OC)c2)C(=O)NC(=O)NC1=O,CCC1(c2ccccc2)C(=O)NC(=O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O,CCC1(c2cccc(O)c2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)C(=O)NC(=O)NC1=O,CCC(C(=O)NC(N)=O)(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1"
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,"CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(S(C)=O)C(O)C(O)C2O)N(C)C1","CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(S(C)=O)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[N+](C)([O-])C1,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,CSC1OC(C(NC(=O)C2CC(CC(C)O)CN2C)C(C)Cl)C(O)C(O)C1O,CCCC1CC(C(=O)O)N(C)C1,CSC1OC(C(N)C(C)Cl)C(O)C(O)C1O,CSC1OC(C(NC(=O)C2CC(CCCO)CN2C)C(C)Cl)C(O)C(O)C1O,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1O,CSC1OC(C(NC(=O)C2CC(CCC(=O)O)CN2C)C(C)Cl)C(O)C(O)C1O,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[N+](C)(C2OC(C(=O)O)C(O)C(O)C2O)C1"
CN[C@@H](C)[C@H](O)c1ccccc1,"CC(O)C(O)c1ccccc1,CC(N)C(O)c1ccccc1","CNC(C)C(O)c1ccccc1,CC(N)C(O)c1ccccc1,CNC(C)C(=O)c1ccccc1,CNC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,CC(=O)NC(C)C(O)c1ccccc1,CNC(C)C(O)c1ccc(O)cc1,CC(N)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,CNC(C)C(O)c1ccc(O)c(OC)c1,CC(=O)N(C)C(C)C(O)c1ccccc1,CNC(C)C(OS(=O)(=O)O)c1ccccc1,CNC(C)=Cc1ccccc1,CNC(C)C(O)c1cccc(O)c1"
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,"Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1C(=O)NCCC1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O","Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(CO)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CC(O)CNC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O)OC1OC(C(=O)O)C(O)C(O)C1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(=O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)(C)O,CC(C)C(C(=O)O)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(N)Cc1ccccc1,CC(C)C(C(=O)NC(Cc1ccccc1)CC(O)C(N)Cc1ccccc1)N1CCCNC1=O,CC(C)C(C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)CO)N1CCCNC1=O,Cc1cccc(C)c1O"
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)O,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(O)CCC(=O)OCC(=Cc1ccc([N+](=O)[O-])cc1)NC(=O)C(Cl)Cl,O=C(O)C(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,Nc1ccc(C(O)C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1,O=C(O)CCC(=O)OCC(NC(=O)C(O)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(=O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc([N+](=O)[O-])cc1,NC(COC(=O)CCC(=O)O)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)C(Cl)Cl"
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,"CCCSc1nc(N)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1","CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCC(=O)O)C(O)C3O)c2n1,CCCS(=O)c1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CC(O)CSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCOC4OC(C(=O)O)C(O)C(O)C4O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3OC3OC(C(=O)O)C(O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1,OCCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,OCCOC1CC(n2nnc3c(NC4CC4c4ccc(F)c(F)c4)nc(S)nc32)C(O)C1O,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2[n+]1[O-],CCCSc1nc2c(nnn2C2CC(OCCO)C(O)C2O)c(NC2CC2c2ccc(F)c(F)c2)[n+]1[O-]"
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,"CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)C(=O)O)cc1,CCCCCCCCc1ccc(CCC(CO)(CO)NC(C)=O)cc1,CC(O)CCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COC2OC(C(=O)O)C(O)C(O)C2O)cc1,CCCCCCCCc1ccc(C(O)CC(N)(CO)CO)cc1,CCCCCCCC(O)c1ccc(CCC(N)(CO)CO)cc1,NC(CO)(CO)CCc1ccc(CCCCCCCCO)cc1,NC(CO)(CO)CCc1ccc(CCCCCCCC(=O)O)cc1,CCCCCCCCc1ccc(CCC(N)(CO)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1,CCCCCCCCc1ccc(CCC(CO)(NC(C)=O)C(=O)O)cc1,CCCCCCCCc1ccc(CCC(N)(COC2OC(C(=O)O)C(O)C(O)C2O)C(=O)O)cc1"
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,"CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,O=C(O)CCC(=O)O,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)C(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC(O)C23OOC(C)(O)CCC13,CC1CCC2C(C)C(OC(=O)CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(CO)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)C=CC(=O)O)OC3OC4(C)CCC1C32OO4,O=C(O)CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,CC1CCC2C(C)C(OC(=O)CCC(=O)NCC(=O)O)OC3OC4(C)CCC1C32OO4,CC1C(OC(=O)CCC(=O)O)OC2OC3(C)CCC4C(CO)CCC1C24OO3,CC1CCC2C(CO)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4"
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O,"O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)c3c(OC4OC(C(=O)O)C(O)C(O)C4O)cc(C(=O)O)cc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(C(=O)O)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(O)c1C2=O,OCC1OC(O)C(O)C(O)C1O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)c3c(OS(=O)(=O)O)cc(C(=O)O)cc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(COC5OC(C(=O)O)C(O)C(O)C5O)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)CNC(=O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cc(O)c3C(=O)c3c(OC4OC(C(=O)O)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c1ccc(O)c3OC1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O"
Clc1ccc(CCCOCCCN2CCCCC2)cc1,"O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1","Clc1ccc(CCCOCCCN2CCCCC2)cc1,C1CCNCC1,OCCCOCCCc1ccc(Cl)cc1,OC1CCCN(CCCOCCCc2ccc(Cl)cc2)C1,OC1CCN(CCCOCCCc2ccc(Cl)cc2)CC1,OCCCN1CCCCC1,OCCCc1ccc(Cl)cc1,OC(CCOCCCN1CCCCC1)c1ccc(Cl)cc1,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1,O=C1CCCCN1CCCOCCCc1ccc(Cl)cc1,OC1CCCCN1CCCOCCCc1ccc(Cl)cc1,Oc1cc(CCCOCCCN2CCCCC2)ccc1Cl"
NC(=O)c1nc(F)cnc1O,NC(=O)c1nc(F)c(O)nc1O,"NC(=O)c1nc(F)cnc1O,O=C(O)c1nc(F)cnc1O,NC(=O)c1nc(F)cnc1OC1OC(C(=O)O)C(O)C(O)C1O,NC(=O)c1nc(F)cnc1OS(=O)(=O)O,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1nc(F)cnc1O,O=C(O)c1nc(F)cnc1OC1OC(C(=O)O)C(O)C(O)C1O,NC(=O)c1nc(F)c(O)nc1O,COc1ncc(F)nc1C(N)=O,NC(=O)c1c(O)ncc(F)[n+]1[O-],NC(=O)c1nc(F)c[n+]([O-])c1O,O=C(O)c1nc(F)cnc1OS(=O)(=O)O,O=C(O)CNC(=O)c1nc(F)cnc1O"
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc(NC3CCOCC3)c2C)c(=O)[nH]1,"CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(CO)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1CO)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(CO)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)c(O)c(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc(NC3CCOCC3)c2C)c(=O)[nH]1,CCN(c1cc(-c2ccc(CO)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CNCCO)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,Cc1cc(C)c(CN)c(=O)[nH]1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN(CCO)CCO)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C(CCO)CCO"
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,"CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)[O-])c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)[O-])c(CN(C)C)c12,CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12","CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(CSc1ccccc1)n2C,CCOC(=O)c1c(CSc2ccccc2)[nH]c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(C[N+](C)(C)[O-])c12,CCOC(=O)c1c(CS(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CNC)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CO)c12,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12,CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c(CSc1ccccc1)n2C,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CNC)c12"
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1,"CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,CNC(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,CN(C)C(=O)CO,N=C(N)Nc1ccc(C(=O)O)cc1,CN(C)C(=O)COC(=O)Cc1ccc(O)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)OCC(=O)O)cc2)cc1,N=C(N)Nc1ccc(C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1,CN(C)C(=O)COC(=O)C(O)c1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,CN(C)C(=O)COC(=O)Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1,CN(C)C(=O)COC(=O)Cc1ccc(OS(=O)(=O)O)cc1"
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,"O=C(O)C1OC(OC2CN=C(c3ccccc3)c3cc(Cl)ccc3N2)C(O)C(O)C1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O","O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Nc1ccc(Cl)cc1C(=NCC(=O)O)c1ccccc1,O=C1CN=C(c2ccccc2)c2cc(Cl)c(O)cc2N1,O=C1CN=C(c2ccc(O)cc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2ccccc2)c2cc(O)ccc2N1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1OC1OC(C(=O)O)C(O)C(O)C1O,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2ccccc2)c2cc(Cl)cc(O)c2N1,O=C(O)C1OC(N2C(=O)CN=C(c3ccccc3)c3cc(Cl)ccc32)C(O)C(O)C1O,NCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1,CC(=O)Nc1ccc(Cl)cc1C(=NCC(=O)O)c1ccccc1"
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,"Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(C=S(=O)([O-])[O-])OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(C(=O)O)OC4=O)cc3F)cn2)n1,O=C1OC(CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1","Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,O=C1OC(CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1,Cn1nnc(-c2ccc(-c3ccc(N4CC(C(=O)O)OC4=O)cc3F)cn2)n1,O=C1OC(COP(=O)(O)O)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1,Cn1nnc(-c2ccc(-c3ccc(N4CC(COC5OC(C(=O)O)C(O)C(O)C5O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(NCC(CO)OC(=O)O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N(CC(O)CO)C(=O)O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4C(=O)OC(CO)C4O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)c[n+]2[O-])n1,Cn1nnc(-c2ccc(-c3cc(O)c(N4CC(CO)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)c(O)c3F)cn2)n1"
