SMILES,predictions
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(CC2CCCC2=O)cc1 CC(C(=O)O)c1ccc(CC2CC[C@@H](O)C2=O)cc1 CC(C(=O)O)c1ccc(CC2CCCOC2=O)cc1 CC(C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1 CC(O)(C(=O)O)c1ccc(CC2CCCC2=O)cc1 CC(C(=O)O)c1ccc(CC2CCC(O)C2=O)cc1 CC(C(=O)O)c1ccc(CC2CCCC2N)cc1 CC(C(=O)O)c1ccc(CC2CCCC2)cc1 CC(C(=O)O)c1ccc(CC2CCCC2O)cc1 CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc(CC2CCCC2=O)cc1 CCc1ccc(CC2CCCC2=O)cc1 CC(C(=O)O)c1ccc(CC2CC(O)CC2=O)cc1 C[C@@H](C(=O)O)c1ccc(CC2CC(O)CC2=O)cc1 CC(C(=O)O)c1ccc(C[C@@H]2CCCOC2=O)cc1
COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CCN(C)C2,CN1CC[C@@]23C=CC(=O)C[C@H]2Oc2c(O)ccc(c23)C1 CN1CC[C@]23C=CC(=O)C[C@@H]2Oc2c(O)ccc(c23)C1 COc1cc(O)c2c3c1O[C@H]1CC(=O)C=C[C@@]31CCN(C)C2 COc1ccc2c3c1O[C@H]1CC(=O)CC[C@@]31CCN(C)C2 COc1cc(O)c2c3c1OC1CC(=O)C=CC31CCN(C)C2 CN1CCC23C=CC(=O)CC2Oc2c(O)ccc(c23)C1 COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2 COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CC[N+](C)([O-])C2 CN1CC[C@@]23C=CC(=O)C[C@@H]2Oc2c(O)ccc(c23)C1 COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CCNC2 COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2 COc1ccc2c3c1OC1CC(=O)CCC31CCN(C)C2
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,C[N+]1(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CCCCC1 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(OS(=O)(=O)O)cc2)sc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(OS(=O)(=O)O)ccc12 O=C(c1ccc(OCC[N+]2([O-])CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(OS(=O)(=O)O)cc2)sc2cc(O)ccc12 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)sc2cc(O)ccc12 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)sc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)c(O)c2)sc2cc(O)ccc12 O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2c(O)c(O)ccc12 O=C(O)CCCCNCCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1 O=C(c1ccc(OCC[N+]2=CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12 Cc1c(O)ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc12
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O,Cc1cccc(CO)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CC[C@H](O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(=O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)N(O)C1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CC[C@H](O)N(O)C1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H]([C@@H](C)CO)N1CCC(O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)CO)N1CCC(O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(OC2OC(C(=O)O)C(O)C(O)C2O)NC1=O Cc1cccc(CO)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CC[C@H](O)NC1=O Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(=O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O
N#Cc1ccc(C(=O)c2ccc(C#N)cc2)cc1,N#Cc1ccc(C(=O)c2ccc(C(N)=O)cc2)cc1 N#Cc1ccc(C(=O)c2ccc(C=O)cc2)cc1 N#Cc1ccc(C(=O)c2ccccc2)cc1 N#Cc1ccc(C(=O)c2ccc(C#N)cc2O)cc1 N#Cc1ccc(C(=O)c2ccc(C(=O)O)cc2)cc1 N#Cc1ccc(C(=O)c2ccc(O)cc2)cc1 N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1 N#Cc1ccc(C(=O)O)cc1 N#Cc1ccc(C(=O)c2ccc(C#N)c(O)c2)cc1 Cc1cc(C(=O)c2ccc(C#N)cc2)ccc1C#N N#Cc1ccc(C(=O)c2ccc(C(=N)N)cc2)cc1 N#Cc1ccc(C(=O)c2ccc(C#N)cc2OC2OC(C(=O)O)C(O)C(O)C2O)cc1
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,CC1(C)O[C@@H]2CO[C@]3(COS(=O)(=O)NO)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)O[C@@H]2CO[C@@]3(CO)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)O[C@H]2[C@@H](O)O[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)O[C@@H]2[C@@H](O)O[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)OC2COC3(CO)OC(C)(C)OC3C2O1 CC1(C)O[C@@H]2CO[C@]3(COS(=O)(=O)NC4OC(C(=O)O)C(O)C(O)C4O)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(CO)O[C@H]3[C@@H]2O1 CC1(C)O[C@@H]2[C@H](O)O[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)NO)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)O[C@H]2[C@@H]3OC(C)(C)O[C@]3(COS(N)(=O)=O)O[C@@H](O)[C@@H]2O1 CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)NC4OC(C(=O)O)C(O)C(O)C4O)OC(C)(C)O[C@H]3[C@@H]2O1 CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)O[C@@](C)(CO)O[C@H]3[C@@H]2O1
Clc1ccc(CCCOCCCN2CCCCC2)cc1,OC1CCCN(CCCOCCCc2ccc(Cl)cc2)C1 O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1 O=CCCc1ccc(Cl)cc1 O=C1CCCCN1CCCOCCCc1ccc(Cl)cc1 O=CCCCCNCCCOCCCc1ccc(Cl)cc1 [O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1 O=C(O)c1ccc(Cl)cc1 O=C(O)CCc1ccc(Cl)cc1 OC1CCCCN1CCCOCCCc1ccc(Cl)cc1 OC(CCOCCCN1CCCCC1)c1ccc(Cl)cc1 O=C1CCN(CCCOCCCc2ccc(Cl)cc2)CC1 OC1CCN(CCCOCCCc2ccc(Cl)cc2)CC1 O=C1CCCN(CCCOCCCc2ccc(Cl)cc2)C1
O=P1(NCCCl)OCCCN1CCCl,O=P(O)(O)NCCCl O=P1(N(O)CCCl)OCCCN1CCCl NP1(=O)OCCCN1CCCl O=P1(NCCCl)OCCC(O)N1CCCl O=C1CCOP(=O)(NCCCl)N1CCCl NCCNP1(=O)OCCCN1CCCl O=P1(NCCCl)OCCC[N+]1([O-])CCCl O=C(O)CN1CCCOP1(=O)NCCCl O=P1(NCCCl)NCCCO1 O=P1(NCCCl)OCCCN1CCCl O=P1(NCCCl)OCCCN1CCO O=P1(NCCO)OCCCN1CCCl
O=C(O)C(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(=O)O)cc1 O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O O=C(O)C(=O)O O=C(O)C(=O)N[C@@H](CO)Cc1ccc([N+](=O)[O-])cc1 O=CN[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(=O)OP(=O)(O)O Nc1ccc([C@@H](O)[C@H](CO)NC(=O)C(=O)O)cc1 O=C1N[C@H](CO)[C@@H](c2ccc([N+](=O)[O-])cc2)O1 O=C(O)C(=O)N[C@H](COP(=O)(O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(O)C(=O)NC(COP(=O)(O)O)C(O)c1ccc([N+](=O)[O-])cc1 O=C(O)C(=O)N[C@H](CO)Cc1ccc([N+](=O)[O-])cc1 O=C(O)[C@H](O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O,C[C@]12CCC3c4ccc(O)c(O)c4CCC3C1CCOC2=O C[C@]12CCC3c4cc(O)c(O)c(O)c4CCC3C1CCC2=O C[C@]12CCC3c4ccc(O)c(O)c4CCC3C1CC[C@@H]2O C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1[C@@H](O)CC2=O C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1C(O)CC2=O C[C@@]12CCC3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)c4CCC3C1CCC2=O COc1c(O)ccc2c1CCC1C2CC[C@]2(C)C(=O)CCC12 C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1C[C@H](O)C2=O C[C@@]12CCC3c4cc(O)c(O)c(O)c4CCC3C1CCC2=O C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1C[C@@H](O)C2=O C[C@@]12CCC3c4ccc(O)c(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c4CCC3C1CCC2=O C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1CC[C@@H]2O C[C@]12CCC3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)c4CCC3C1CCC2=O C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1CCOC2=O
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21 O=C1CN=C(c2ccc(O)cc2)c2cc(Cl)ccc2N1 O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O N[C@@H](CCC(=O)N[C@@H](CSc1cccc(C2=NCC(=O)Nc3ccc(Cl)cc32)c1)C(=O)NCC(=O)O)C(=O)O O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O O=C1CN=C(c2cccc(O)c2)c2cc(Cl)ccc2N1 N[C@@H](CCC(=O)N[C@@H](CSc1ccc(C2=NCC(=O)Nc3ccc(Cl)cc32)cc1)C(=O)NCC(=O)O)C(=O)O OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1 O=C1CN=C(c2ccccc2)c2cc(Cl)c(O)cc2N1 N[C@@H](CCC(=O)N[C@@H](CSc1cc(Cl)cc2c1NC(=O)CN=C2c1ccccc1)C(=O)O)C(=O)O O=C1CN=C(c2ccccc2)c2cc(Cl)cc(O)c2N1 O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1O
CS(=O)(=O)c1ccc([C@H](CO)[C@H](C(=O)O)c2ccccc2)cc1,CS(=O)(=O)c1ccc([C@H](C(=O)O)[C@@H](C(=O)O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@@H]2COC(=O)[C@@H]2c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@H](C(=O)O)c2ccc(O)cc2)cc1 CS(=O)(=O)c1ccc([C@@H](C(=O)O)[C@H](C(=O)O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](COC2OC(C(=O)O)C(O)C(O)C2O)[C@H](C(=O)O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H]2COC(=O)[C@@H]2c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@H](C=O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@@H](CO)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@H](C(=O)NCC(=O)O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@@H](C(=O)O)c2ccc(O)cc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@H](C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](COP(=O)(O)O)[C@H](C(=O)O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@H](C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c2ccccc2)cc1 CS(=O)(=O)c1ccc([C@H](CO)[C@H](CO)c2ccccc2)cc1
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C(O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 CNC(=O)c1cc(O)ccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1 NC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1 CNC(=O)c1c(O)cccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 CNC(=O)c1ccc(O)cc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1 CNC(=O)c1cc(O)ccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 O=CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 CNC(=O)c1ccc(O)cc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 O=C(NCO)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 CNC(=O)c1ccccc1S(=O)c1ccc2c(C=Cc3ccccn3)n[nH]c2c1 O=Cc1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 CNC(=O)c1ccccc1S(=O)c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1 NC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(N)=O)cc1,NC(=O)C1Cc2c([nH]c3ccccc23)CN1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(=O)NO)cc1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4cc(O)ccc4c3C[C@H]2C(N)=O)cc1 NC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1 NC(=O)C1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(O)cc1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccc(O)cc4c3C[C@H]2C(N)=O)cc1 NC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(O)cc1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(=O)NC2OC(C(=O)O)C(O)C(O)C2O)cc1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4cc(O)ccc4c3CC2C(N)=O)cc1 COc1ccc(S(=O)(=O)N2C=C3C(=Nc4ccccc43)CC2C(N)=O)cc1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C=O)cc1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccccc4c3CC2C(=O)O)cc1 COc1ccc(S(=O)(=O)N2Cc3[nH]c4ccc(O)cc4c3CC2C(N)=O)cc1 COc1ccc(S(=O)(=O)N2C=C3c4ccccc4NC3CC2C(N)=O)cc1
CC1(CO)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CC1(O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(CO)SC2C(NC(=O)[C@H](N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O CC1(CO)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(OS(=O)(=O)O)cc3)C(=O)N2[C@H]1C(=O)O C[C@@]1(C=O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(COC2OC(C(=O)O)C(O)C(O)C2O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(C(=O)O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(CO)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2[C@H]1C(=O)O CC1(CO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(C=O)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(CO)S[C@@H]2[C@H](NC(=O)Cc3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O CC1(CO)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)c(O)c3)C(=O)N2[C@H]1C(=O)O CC1(CO)SC2C(NC(=O)Cc3ccc(O)cc3)C(=O)N2C1C(=O)O
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cnc(O)c(F)c12 C[C@H]1CNC(=O)CCN1S(=O)(=O)c1cccc2cncc(F)c12 C[C@H]1CN(S(=O)(=O)c2cccc3cncc(F)c23)CCCN1S(=O)(=O)O C[C@@H]1C(=O)NCCCN1S(=O)(=O)c1cccc2cncc(F)c12 C[C@H]1CN(S(=O)(=O)c2cccc3cncc(F)c23)CCCN1C C[C@H]1CNCCCN1S(=O)(=O)c1cccc2c1C(F)CN=C2 CC1CNCCCN1S(=O)(=O)c1cccc2c[n+]([O-])cc(F)c12 C[C@H]1CNCCCN1S(=O)(=O)c1cccc2c1C(F)CNC2 C[C@H]1CNCCCN1S(=O)(=O)c1cccc2c(=O)[nH]cc(F)c12 C[C@H]1C(=O)NCCCN1S(=O)(=O)c1cccc2cncc(F)c12 CC1CNC(=O)CCN1S(=O)(=O)c1cccc2cncc(F)c12 CC1CNCCCN1S(=O)(=O)c1cccc2cnc(O)c(F)c12 C[C@H]1CNCCCN1S(=O)(=O)c1cccc2c[n+]([O-])cc(F)c12 C[C@H]1CNCCCN1S(=O)(=O)c1cccc2c(O)ncc(F)c12
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)Cc1c(OC3OC(CO)C(O)C(O)C3O)cccc1C2=O O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O O=C(O)c1cc(O)c2c(c1)C([C@@]1(O)c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(O)c1C2=O O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(O)c1C2=O O=C(O)c1cc(O)c2c(c1)Cc1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O O=C(O)c1cc(O)c2c(c1)CCc1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O O=C(O)c1ccc2c(c1)Cc1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O
CS(=O)(=O)c1ccc(C2C(O)OC(=O)C2c2ccccc2)cc1,CS(=O)(=O)c1ccc([C@@H]2C(O)OC(=O)[C@@H]2c2ccc(O)cc2)cc1 CS(=O)(=O)c1ccc(C2C(O)OC(=O)C2c2ccc(O)cc2)cc1 CS(=O)(=O)c1ccc([C@@H]2[C@@H](c3ccccc3)O[C@H](O)[C@@H]2O)cc1 CS(=O)(=O)c1ccc([C@@H]2C(=O)OC(=O)[C@@H]2c2ccccc2)cc1 CS(=O)(=O)c1ccc(C2C(=O)OC(=O)C2c2ccccc2)cc1 CS(=O)(=O)c1ccc(C2C(O)OC(=O)C2(O)c2ccccc2)cc1 CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1 CS(=O)(=O)c1ccc(C2C(OS(=O)(=O)O)OC(=O)C2c2ccccc2)cc1 CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC(O)C2)cc1 CS(=O)(=O)c1ccc(C(C(=O)O)C(O)O)cc1 CS(=O)(=O)c1ccc([C@@H](C(=O)O)[C@@H](O)CO)cc1 CS(=O)(=O)c1ccc(C2C(O)OC(=O)[C@]2(O)c2ccccc2)cc1 CS(=O)(=O)c1ccc(C2C(O)OC(O)C2c2ccccc2)cc1 CS(=O)(=O)c1ccc(C2C(OC3OC(C(=O)O)C(O)C(O)C3O)OC(=O)C2c2ccccc2)cc1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,C[C@@H](CN1c2ccccc2Sc2cccc(O)c21)N(C)C CNC(C)CN1c2ccccc2Sc2ccccc21 CC(CN1c2ccccc2Sc2cccc(O)c21)N(C)C C[C@@H](CN1c2ccccc2Sc2cc(O)ccc21)N(C)C CC(CN1c2ccccc2Sc2ccc(O)cc21)N(C)C CC(CN1c2ccccc2SC2C=CC(O)=CC21)N(C)C CC(CN1c2ccccc2Sc2cc(O)ccc21)N(C)C C[C@@H](CN1c2ccccc2Sc2ccc(O)cc21)N(C)C CC(CN1C2=CC(O)C=CC2Sc2ccccc21)N(C)C C[C@@H](CN1c2ccccc2S(=O)c2ccccc21)N(C)C CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C
