SMILES,truth,predictions
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"CC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O,CC1(C)CN2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2S1,CC1(CO)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2C1C(=O)O","CC1(C)SC2C(NC(=O)C(N)c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(OS(=O)(=O)O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,CC(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,NC(C(=O)O)c1ccc(O)cc1,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,CC1(C)SC2C(N(O)C(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)C(NC3OC(C(=O)O)C(O)C(O)C3O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)CN2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2S1,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)[N+]2([O-])C1C(=O)O,CC1(C)SC2N(C(=O)C2(O)NC(=O)C(N)c2ccc(O)cc2)C1C(=O)O,CC1(C)SC(C(NC(=O)C(N)c2ccc(O)cc2)C(=O)O)NC1C(=O)O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1(O)C(=O)O,CC1(C)SC2N(C(=O)C23NC(=O)C(c2ccc(O)cc2)N3)C1C(=O)O"
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,"CC(CN1c2ccccc2SC2C=CC(O)=CC21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C","CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)[O-],CC(CN1c2ccccc2Sc2ccccc21)N(C)CO,CNC(C)CN1c2ccccc2Sc2ccccc21,CNC,CC(=O)CN1c2ccccc2Sc2ccccc21,CN(C)C(C)(O)CN1c2ccccc2Sc2ccccc21,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2cccc(O)c21)N(C)C,CC(CN1c2ccccc2Sc2cc(O)ccc21)N(C)C,C=[N+](C)C(C)CN1c2ccccc2Sc2ccccc21,CC(CN1c2ccccc2Sc2ccccc21)=[N+](C)C,CC(C=O)N(C)C,c1ccc2c(c1)Nc1ccccc1S2,CC(C(O)N1c2ccccc2Sc2ccccc21)N(C)C,CC(C[N+]1([O-])c2ccccc2Sc2ccccc21)N(C)C"
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,"CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCCC(=O)O)oc3ccccc23)cc1I,CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCCCO)oc3ccccc23)cc1I,CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCC(C)O)oc3ccccc23)cc1I,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)C(C)O)c(I)c1,CCO,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,CC=O,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+]([O-])(CC)CC)c(I)c1,CCN(CC)CCO,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OC(O)CN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CCN(CC)CC=O,CCNCC,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC=O)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCO)c(I)c1"
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23","CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cn1c23,CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CNCCNc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1OCC3C,CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(CO)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CNCCN(CC=O)c1c(F)cc2c(=O)c(C(=O)O)cn3c2c1OCC3C,CC1COc2c(N3CCN(C)C(=O)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)C(O)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)ccn1c23,C=[N+]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)CC1,CC1COc2c(N3CC[N+](C)(C4OC(C(=O)O)C(O)C(O)C4O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CC=[N+](C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCC(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2[N+]1([O-])C=C(C(=O)O)C3=O,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2N1CC(C(=O)O)C3=O"
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,"CCC1(c2ccccc2)C(=O)NC(=O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O,CCC1(c2ccc(O)c(OC)c2)C(=O)NC(=O)NC1=O,CCC1(c2cccc(O)c2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,CC(O)C1(c2ccccc2)C(=O)NC(=O)NC1=O,O=C1NC(=O)C(CCO)(c2ccccc2)C(=O)N1,O=C(O)CC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC(C(=O)O)(C(=O)NC(N)=O)c1ccccc1,CCC1(c2ccccc2)C(=O)NC(=O)N(O)C1=O,CCC(C(N)=O)(C(=O)NC(=O)O)c1ccccc1,C=CC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccccc2O)C(=O)NC(=O)NC1=O,CCC(C(N)=O)(C(=O)NC=O)c1ccccc1"
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,"CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(S(C)=O)C(O)C(O)C2O)N(C)C1","CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[N+](C)(C2OC(C(=O)O)C(O)C(O)C2O)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SCO)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(S)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(=O)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(S(C)=O)C(O)C(O)C2O)N(C)C1,CSC1OC(C(NC(=O)C2CC(CC(C)O)CN2C)C(C)Cl)C(O)C(O)C1O,CSC1OC(C(NC(=O)C2CC(CCC(=O)O)CN2C)C(C)Cl)C(O)C(O)C1O,CSC1OC(C(NC(=O)C2CC(CCCO)CN2C)C(C)Cl)C(O)C(O)C1O,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1O,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[N+](C)([O-])C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(CO)C1,CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,CCCC(C=O)CC(NC)C(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O,CSC1OC(C(N)C(C)Cl)C(O)C(O)C1O,CCCC1CC(C(=O)N(O)C(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1"
CN[C@@H](C)[C@H](O)c1ccccc1,"CC(O)C(O)c1ccccc1,CC(N)C(O)c1ccccc1","CC(=O)N(C)C(C)C(O)c1ccccc1,CC(N)C(O)c1ccccc1,CC(NCO)C(O)c1ccccc1,CC(C(O)c1ccccc1)N(C)O,CNC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,CNC(C)C(OS(=O)(=O)O)c1ccccc1,C=[NH+]C(C)C(O)c1ccccc1,CNC(C)C(=O)c1ccccc1,CNC(C)C(O)c1ccc(O)cc1,CNC(C)C(O)(O)c1ccccc1,CNC(C)C(O)c1cccc(O)c1,CNC(C)(O)C(O)c1ccccc1,CNC(C)C(O)c1ccc(O)c(OC)c1,CNC(C)=Cc1ccccc1,CC(=O)C(O)c1ccccc1"
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,"Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1C(=O)NCCC1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O","Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O)OC1OC(C(=O)O)C(O)C(O)C1O,CC(C)C(C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C=O)N1CCCNC1=O,CC(C)C(C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)CO)N1CCCNC1=O,Cc1cccc(C)c1OC(O)C(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(C)c1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(O)cc1)NC(=O)C(C(C)C)N1CCCNC1=O,COc1cc(CC(CC(O)C(Cc2ccccc2)NC(=O)COc2c(C)cccc2C)NC(=O)C(C(C)C)N2CCCNC2=O)ccc1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1cccc(O)c1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1ccc(O)c(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cc(O)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O)OS(=O)(=O)O,CC1=CC(=O)C=C(C)C1=O,CC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(CO)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(C(=O)O)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O"
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"O=C(CCC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc([N+](=O)[O-])cc1,O=C(CC(O)C(=O)O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)C=CC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)C(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OCC(C(O)c1ccc([N+](=O)[O-])cc1)N(O)C(=O)C(Cl)Cl,O=C(O)C(Cl)Cl,NC(COC(=O)CCC(=O)O)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(OS(=O)(=O)O)c1ccc([N+](=O)[O-])cc1,O=CC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)O,O=C(O)CC(O)C(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(O)CNC(=O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OC(O)C(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1"
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,"CCCSc1nc(N)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1","CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCOS(=O)(=O)O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCOC4OC(C(=O)O)C(O)C(O)C4O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCC=O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCC(=O)O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCC(O)O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(=O)C(O)C3O)c2n1,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OC(O)CO)C(O)C3O)c2n1,O=CCO,OCCO,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1,O=C1CC1c1ccc(F)c(F)c1,CCCSc1nc(N)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(NC2(O)CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,CCCSc1nc(N(O)C2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1"
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,"CCCCCCCCc1ccc(CCC(CO)(CO)NC(C)=O)cc1,NC(CO)(CO)CCc1ccc(CCCCCCCCO)cc1,NC(CO)(CO)CCc1ccc(CCCCCCCC(=O)O)cc1,CC(O)CCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COS(=O)(=O)O)cc1,CCCCCCCC(O)c1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COC2OC(C(=O)O)C(O)C(O)C2O)cc1,CCCCCCCCc1ccc(CCC(CO)(CO)NC2OC(C(=O)O)C(O)C(O)C2O)cc1,C=CCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCC=Cc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(C(O)CC(N)(CO)CO)cc1,CC=CCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCC(O)CCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCC(O)Cc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(C=O)CO)cc1"
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,"CC1CCC2C(C)C(OC(=O)CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)C=CC(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)C(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)CC(O)C(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)OOC32C1CC4O,CC1CCC2C(C)C(OC(=O)CCC(=O)NCC(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(OC(=O)C(O)CC(=O)O)OC3OC4(C)CCC1C32OO4,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,O=C(O)CCC(=O)O,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,CC1C(O)CC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,CC1C(OC(=O)CCC(=O)O)OC2OC3(C)CCC4C(C(=O)O)CCC1C24OO3,CC1C(OC(=O)CCC(=O)O)OC2OC3(C)CCC4C(CO)CCC1C24OO3,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3(O)OC4(C)CCC1C23OO4,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC(=O)C23OOC(C)(O)CCC13"
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O,"O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C1OC(CO)C(O)C(O)C1O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC(O)C(O)C(O)C(O)C(=O)CO)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4(O)OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(O)c1C2=O,OCC1OC(O)C(O)C(O)C1O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC(=O)C(O)C(O)C(O)C(O)CO)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)c3c(OC4OC(C(=O)O)C(O)C(O)C4O)cc(C(=O)O)cc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,COc1cc(C(=O)O)cc2c1C(=O)c1c(OC3OC(CO)C(O)C(O)C3O)cccc1C2C1c2cc(C(=O)O)cc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(COS(=O)(=O)O)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)c3c(OS(=O)(=O)O)cc(C(=O)O)cc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)c3c(O)cc(C(=O)O)c(O)c31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(OC4OC(CO)C(O)C(O)C4O)c3C(=O)c3c1cc(C(=O)O)c(O)c3O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1(O)c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c1ccc(O)c3OC1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O"
Clc1ccc(CCCOCCCN2CCCCC2)cc1,"O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1","OC(COCCCN1CCCCC1)Cc1ccc(Cl)cc1,OC(CCOCCCN1CCCCC1)c1ccc(Cl)cc1,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1,OC1CCCCN1CCCOCCCc1ccc(Cl)cc1,O=C1CCCCN1CCCOCCCc1ccc(Cl)cc1,O=CCCCCNCCCOCCCc1ccc(Cl)cc1,OC1CCCN(CCCOCCCc2ccc(Cl)cc2)C1,OCCCOCCCc1ccc(Cl)cc1,C1CCNCC1,O=CCCOCCCc1ccc(Cl)cc1,OC(CCOCCCc1ccc(Cl)cc1)N1CCCCC1,OC1CCN(CCCOCCCc2ccc(Cl)cc2)CC1,OCCCN1CCCCC1,OC(CCc1ccc(Cl)cc1)OCCCN1CCCCC1,O=CCCN1CCCCC1"
NC(=O)c1nc(F)cnc1O,NC(=O)c1nc(F)c(O)nc1O,"NC(=O)c1nc(F)cnc1OC1OC(C(=O)O)C(O)C(O)C1O,NC(=O)c1nc(F)cnc1OS(=O)(=O)O,COc1ncc(F)nc1C(N)=O,NC(=O)c1nc(F)c(O)nc1O,NC(=O)c1nc(F)c[n+]([O-])c1O,NC(=O)c1c(O)ncc(F)[n+]1[O-],O=C(NC1OC(C(=O)O)C(O)C(O)C1O)c1nc(F)cnc1O,O=C(O)c1nc(F)cnc1O,O=C(NO)c1nc(F)cnc1O,NC(=O)c1c(O)ncc(F)[n+]1C1OC(C(=O)O)C(O)C(O)C1O,NC(=O)c1nc(F)c[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1O"
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc(NC3CCOCC3)c2C)c(=O)[nH]1,"CCN(c1cc(-c2ccc(CO)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(C=O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,C1COCCN1,CCN(c1cc(-c2ccc(C[N+]3([O-])CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(C(O)N3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3=O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CNCCO)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CNCCOCC=O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN(CCO)CCO)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOC(O)C3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN(CC=O)CCO)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)c(O)c(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc(NC3CCOCC3)c2C)c(=O)[nH]1,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1O"
